,Date,User,Nickname,Tweet,URL
539,2021-12-06 08:43:49+00:00,Internet_krbot,인터넷 용어봇 (이하 인용봇),고 3 : 풀네임은 고등학교 3학년생. 고 3은 신비한 생물이라 카더라! 여고생은 수능이 끝나자마자 성형급의 화장을 하고 남자는 수능이 끝나면 서서히 머리를 기르며 왁스로 하늘을 찌를듯이 높이 세운다 카더라! 역시 남자는 머리빨 여자는 화장빨! #수능,https://twitter.com/Internet_krbot/status/1467776781793251330
540,2021-08-14 15:26:00+00:00,12Fe31,B,여자가 털 보이면 자기관리 어쩌고 유두 보이면 언제나처럼 성적으로 재단하기 바쁘면서 뭔 𝙎𝙄𝘽𝘼𝙇 남자가 그런거 하면 눈물겹냐 ㅋㅋㅋ ㅋ ㅋ ㅋㅋ ㅋ ㅋ ㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ https://t.co/ljV4AI8uIO,https://twitter.com/12Fe31/status/1426565779290394624
541,2021-06-02 11:30:35+00:00,JiiiiiNiMiNi26,🙂📟삐삐🌟,"@_newniverse 또 이 사진보면 지가 괜찮단 말이지..🤔
역시 남자도 화장빨인가ㅋㅋㅋㅋㅋ",https://twitter.com/JiiiiiNiMiNi26/status/1400052218821152769
542,2021-12-18 06:48:37+00:00,bluemoon__2017,고양이 관상가,"@yonhaptweet 이야 씨~~!!

사기꾼 창 ㄴ 피의자한테 성로비 받다 걸려서 어떨결에 창ㄴ랑 결혼한 놈이 무슨

그만 나대라

역겨우니깐!! 줄리도 마찬가지

무당말 믿도 똥꼬에 침 박고 다니고 

손에는 ‘왕’자 써서 다니드니 
(사실만 나열했는데 수준 참 shit!!이다)

화장은 점점 남자 무당처럼 하네",https://twitter.com/bluemoon__2017/status/1472096444672880640
543,2021-09-27 10:43:47+00:00,doogen_say,두근두근 대사봇,"“아니 산올라가는데 화장을 왜 하냐고-뭐 잘보일 남자라도 있냐?”
‘뭔소리야~야 남자라고는 딸랑 넷인데 한명은 유부남이고 둘은 여자친구 있고 그리고 한명은 넌데 뭐?’
“어..”
[♬]
-131117",https://twitter.com/doogen_say/status/1442439823218728967
544,2021-01-17 14:00:58+00:00,ask_akzm,amgn,"화장 지워주는 남자
[네이버 웹툰] https://t.co/KQjgVKZmzr",https://twitter.com/ask_akzm/status/1350805314484854784
545,2021-04-18 04:48:56+00:00,mondea_mallla,👻몰,아직도 맨투맨 후드티 남자 하복 상의 화장 선크림은 잡음.,https://twitter.com/mondea_mallla/status/1383643687721205766
546,2021-07-28 14:07:01+00:00,basal_heart,우물,남자들 그냥 여자까는데만 혈안이 되어있어서 '운동이나 열심히 하지 화장에만 신경쓴다' 이 지랄떨다가 다른 곳에서는 '숏컷이라니 믿거해야한다' 이 개난리를 피우고 있음 이 생각할 줄 모르고 도덕관념없고 저급하고 비열한 웃음에 찌든 도태집단이 나와 같은 공기를 마시고 있다는게 믿을 수 없음,https://twitter.com/basal_heart/status/1420385308575551490
547,2021-02-19 15:58:13+00:00,essor20_18,포샤🏳️‍🌈😷 계정 이사했음!!!!,다꾸 얘기 말 얹기 싫지만 저것도 그런게 관련 디자이너 일러스트레이터 등등 여성 종사자 비율이 높은 직종이고 나는 남자들이 하지 않는다는 이유로 저평가 되는 얘기가 싫음... 남자들이 집에서 좀 다이어리도 꾸미고 화장도 하고 다이어트도 하고 좀 그래야됨 왜 남자 따라하자는거야 못생기고,https://twitter.com/essor20_18/status/1362793620105883653
548,2021-01-12 05:26:24+00:00,trytobenicetho_,사회생활형 𝘌𝘕𝘛𝘑 ⍤⃝,"스펙이 아무리 뛰어나도
어린 나이에 돈 잘 버는 남자(나이 미상)와 결혼하고 싶어해야하고
잘생긴 남자 고르면 죄악이지만
성형과 끝없는 다이어트와 모공하나없는 완벽한 화장으로 '자기관리'해야 하고
여적여라 남자에게 잘 보이려고 뒤에서 서로 질투하는 게 당연해야 했던 때.",https://twitter.com/trytobenicetho_/status/1348863879640567808
549,2021-11-25 03:16:08+00:00,beautifulX2_ONF,달빡💛,"1.피부 예민, 후각 예민으로 화장 잘 안함...진짜 필요할때만 합니다

2.치마 완전 싫어함, 고딩때 남자 교복 입고 다녔어요

3. 시력 겁나 나쁨....안경 벗으면 코 앞 물체도 색구분 정도만 되요...난시도 심해서 빛 부분 잘 못봐요

4.소행성 춤 예전에 따봤는데 유토 댄브 부분 도저히 못따겠어요",https://twitter.com/beautifulX2_ONF/status/1463708052775858180
550,2021-09-07 12:56:02+00:00,allforgo5rae,댕냐,수련회 때 친구들이 화장해주고 남자 친구들끼리 인기투표 할 때 아브라카다브라 춰서 일등햇대 https://t.co/JFIEXewxFD,https://twitter.com/allforgo5rae/status/1435225347646128129
551,2021-09-29 13:02:51+00:00,gyun_mx,견,"화장지워주는 남자 창균이
영상 보고 싶다",https://twitter.com/gyun_mx/status/1443199595484303361
552,2021-03-10 01:31:35+00:00,aktskdy_emtuqhk,탄산커피,남자화장 토할것같다던 냄저들 꼭 지는 미백선크림바르고 팩도하고 온갖베이스화장품은 다쓰면서 ^아 이건 화장아니고 관리지^이런부랄떨면서 정작 귀밑뒤ㆍ회음부ㆍ무릎뒤쪽은 안씻던데 https://t.co/2vg49jgEAk,https://twitter.com/aktskdy_emtuqhk/status/1369460895080873985
553,2021-05-05 12:33:33+00:00,finf__,서우 ✨,나 화장하는 남자 좋아 입술 바르고 온다는 고우림 유죄,https://twitter.com/finf__/status/1389921203259789314
554,2021-07-27 09:44:27+00:00,KebyJr,S.carloS (カロ様),"@tlIo5hAWr8GXp6B @xinandang14 그나저나 울 나라 여자들 화장빨, 성형빨 빼고 머리 확 밀어버리면 솔직히 남자들보다 평균적으로 못 생겼음. 개빻은 면상. https://t.co/PvdRHhvAH0",https://twitter.com/KebyJr/status/1419956841627324431
555,2021-09-10 02:59:38+00:00,wttiger105,백호,한국 장례문화 여남차별 진짜 진절머리남 여자는 무조건 치마 입히는 것부터 별로임 상주는 당연히 오빠가 했고 장례 마지막날에 입관? 화장하러갈때 영정사진 들고가는거 상주는 못한다고 다른 남자 없냐고 사촌오빠(외가쪽) 시키려 하더라,https://twitter.com/wttiger105/status/1436162420808957978
556,2021-04-16 12:04:49+00:00,Biro_cosplay,김네로,"남자 맞아요
DM은 삭제합니다
성별로 거짓말말라느니 하지마시구요
홀몬제니 뭐니 그런거 투여한적 없습니다
그냥 몸관리하고 화장연습해서 높인 퀄리티에요",https://twitter.com/Biro_cosplay/status/1383028604439711748
557,2021-02-14 13:21:07+00:00,NojockNomanjock,카일리 셔,여자들 입맛 잘아는 선수같지만 가벼워보이지도 않고 자기관리도 잘하는 남자가 40대까지 미혼이다.. 성한드에서 이런 남자가 게to the이 아닐 확률 몇인데.,https://twitter.com/NojockNomanjock/status/1360942145859850240
558,2021-09-25 00:50:39+00:00,nskui1,수ㅋl🍀,"정보프로그램에서 보조식품 광고할때 여자만 나오는것도 아니꼬와보여요
(성격이 베베 꼬여서)
남자는 뭐 자기 관리 안하고 산데?여자만 자기관리해야해??남자가 광고하는 꼴을 못 보네",https://twitter.com/nskui1/status/1441565779095265281
559,2021-03-30 12:18:39+00:00,kimtopny,이김톱니,솔직히 강요해서 먹히면 매일 바리깡이랑 클렌징티슈 들고 등교하고 탈코송 만들어서 부르고 우리반 옆자리부터 한명씩 차례로 탈코야끼 만들어버릴 의향 만만인데 강요할수만 있으면 하고 싶긴 함... 애들아 남자화장긴머리사탕껍질놓자,https://twitter.com/kimtopny/status/1376871492554682370
560,2021-12-08 05:42:42+00:00,MongYom_07,갠봇 모시는 몽욤씨(메인트 봐주세요😘😘),"@@ 드림숙제입니다 자고 일어났더니 10년뒤의 자신과 바뀌였는데 드림캐와 한 침대에서 일어난 드림주의 반응 

10년 지나면 안화 40대... 슬슬 주름이 질 것도 같지만 자기관리 완벽한 남자 주름 1도 없을 것 같기도 해 근데 뭔가 10년이나 지났는데 능글 속성 생겼을 것 같기도 하고

#안화설연",https://twitter.com/MongYom_07/status/1468455979637698562
561,2021-11-18 16:19:24+00:00,ghdckdmlrPwjf,뭠가,"보기에도 갑갑할 정도로 화장 뽝 한 여주가 머리 정돈하고 쳐다본 그곳에...
물방울이 튕기는 아리따운 공원 저 너머에...
낑기는 바지 입고 쩍벌하고 앉아있는 젊은 남자의 정면샷...",https://twitter.com/ghdckdmlrPwjf/status/1461368452904488963
562,2021-08-29 15:38:01+00:00,viper175__,이퍼,강아지 키우고 싶은가? 키우자고 해볼까? 뽀뽀하면 놀랄까? 화장 지우고 나왔나? 뽀송하네? 지금 개 보고 웃는거 맞아? 개주인이 왜 젊은 남자야? 아 근데 향기 좋다 이런 생각이나 하고 있는거 같음,https://twitter.com/viper175__/status/1432004622340673540
563,2021-09-19 16:53:11+00:00,dnyan_nyan6,김정신병자est,스노우 가을 화장 필터 자동으로 입혀진 남자 어떰 https://t.co/sN5UpIqgl4,https://twitter.com/dnyan_nyan6/status/1439633683158159360
564,2021-09-09 17:45:48+00:00,9802l9_,쬐동이,"머리에 탈색많이했는데도
빳빳하게 엉키지않고 
춤출때 한올한올 흩날리는거 진짜
성적매력 쫙끌어올리는 포인트중에 하나임
자기관리 존나잘하는남자",https://twitter.com/9802l9_/status/1436023045714419728
565,2021-09-27 16:05:22+00:00,ingyeowoman,돌아온잉여,남자들에게 치마 입을 자유를~~ 화장할 자유를~~~ 머리기를 자유를~~~~삥끄삥끄할 자유를~~~~~~~~~~~~~보이캔두애니띵을 해하는 납흔 mtf들! 남성인권 존중하라굿~~~~,https://twitter.com/ingyeowoman/status/1442520752092172289
566,2021-12-19 16:42:05+00:00,Freedom_branch,남궁덕남 분점,단행본 나오면 절대 사 화장 지워주는 남자도 사야 해 그리고 동트는 로맨스도,https://twitter.com/Freedom_branch/status/1472608184275972098
567,2021-05-14 11:36:40+00:00,DisdainingWho_,자멸,"@Mill9n 진짜로요,,,, 화장기 없는 얼굴이 가장 예쁜 남자,,,,",https://twitter.com/DisdainingWho_/status/1393168382728409088
568,2021-06-23 07:36:51+00:00,msscorn,미사소,진짜 남자 긴머리 화장 치마 스타킹 코르셋 조여놓고 여장이라고 하지마센 그거 여자처럼 해놓은거 아니고 그냥 꾸며놓은거임... 여장을 하고 싶으면 고추떼고 포궁을 달고 오던지...,https://twitter.com/msscorn/status/1407603545642176515
569,2021-01-10 13:14:38+00:00,formylober,악동무지성,나 아직도 기억남는게 중1때 친구 기다리면서 친해진 남자애들이 있었는데 하나가 옆반이었는데 화장을 하던 애였거든 걔가 맨날 우유 마시면 팩에 틴트자국 남아서 중국어 선생님도 그거 가지고 놀리고 했단말이야 근데나는.....그게너무싫었음 속으로 짜증도나고,https://twitter.com/formylober/status/1348256940908892165
570,2021-09-14 14:15:15+00:00,ff9000001,히키의 뜨거운 눈물,"양아치들 1분 간격으로 침 뱉는 거 진짜 개극혐.. 지들이 개극혐이란 걸 모르는 걸까?ㅜㅜ 담배 펴서 대체로 피부도 뒤집어져 있고 여자는 화장 떡칠 남자는.. 그냥 와꾸가 뒤짐
노상방뇨랑 다를 게 없자너 자신의 분비물? 오물을 계속 쏟아내는 게..
근데 나라 법도 뒤져서 미자가 살인해도 별",https://twitter.com/ff9000001/status/1437781996185571331
571,2021-03-25 11:40:20+00:00,marshmallgom,∧(ꪝヮO)∧👻🐴💙🌹 담당 마시멜곰(マシュクマ)P🎗️⚙️,근데 솔직히 말해서 야샤히메 작가가 토와를 논바이너리로 설정했을 정도의 수준까진 안봄... 왜냐하면 중간에 나온 퇴치사vs현상금 사냥꾼 이야기에서 현상금 사냥꾼 중에 짱구극장판 단골로 나오는 오카마 혐오 나오거든... 걍 떡대 남자에 화장 진하게 한...,https://twitter.com/marshmallgom/status/1375049910202945541
572,2021-02-14 09:38:05+00:00,SSSSSAPSORI_135,산삼,"@Z_S2_K 저는 우락부락한 남자가 좋은데요? 라고 하면
1 2 3부를 보자! 어차피 애니는 1부부터 보는것 화장한 남자들도 많이 나온다! 깜찍 섹시 청순 터프 여캐도 나오는 죠죠! 함 볼래? https://t.co/eapQfqUXaW",https://twitter.com/SSSSSAPSORI_135/status/1360886019768209408
573,2021-09-11 13:14:11+00:00,doogen_say,두근두근 대사봇,"“아니 산올라가는데 화장을 왜 하냐고-뭐 잘보일 남자라도 있냐?”
‘뭔소리야~야 남자라고는 딸랑 넷인데 한명은 유부남이고 둘은 여자친구 있고 그리고 한명은 넌데 뭐?’
“어..”
[♬]
-131117",https://twitter.com/doogen_say/status/1436679464558022661
574,2021-08-12 09:12:07+00:00,doogen_say,두근두근 대사봇,"“아니 산올라가는데 화장을 왜 하냐고-뭐 잘보일 남자라도 있냐?”
‘뭔소리야~야 남자라고는 딸랑 넷인데 한명은 유부남이고 둘은 여자친구 있고 그리고 한명은 넌데 뭐?’
“어..”
[♬]
-131117",https://twitter.com/doogen_say/status/1425746910577500160
575,2021-08-24 15:52:12+00:00,nyam74014792,냠🐢,여기저기 남자 찾아다니기전에 일이나하고 자기관리나 하고 우울증이나 좀 낫자,https://twitter.com/nyam74014792/status/1430196249647456262
576,2021-06-20 04:45:04+00:00,pisces1049,인생의부질과갓겜을찾아서,어캐 여자가 화장순서를모르냐 너남자지하는 저시기가 나오면 웃기자너요 여자가 태어나면서화장하고태어나냐~,https://twitter.com/pisces1049/status/1406473149680553990
577,2021-07-21 10:11:40+00:00,bunnymohae,츄깅이,"잘 보이고시퍼서 화장하고 왓대 
혼자 ㅋㅋ
혼자 화장하고 나오는 남자 어때",https://twitter.com/bunnymohae/status/1417789364273238018
578,2021-11-27 15:08:44+00:00,dldofus2,이애련,@t91874266 학장시절케이팝메들리? 가시남자를몰라화장을고치고 이런거아니에요?,https://twitter.com/dldofus2/status/1464612158092701708
579,2021-01-11 16:52:48+00:00,nlq81a,롤러,"이남자의 등산모자, 바람막이, 그리고 낑겨입은회색후드티
화장기없는 얼굴
카메라빛번짐현상, 흰색마스크, 마스크로도 숨길수없는 높은콧대, 앞머리, 순한 눈 그리고화면을만지는 손가락 https://t.co/WWkeEjiZSi",https://twitter.com/nlq81a/status/1348674232897605633
580,2021-04-01 10:13:54+00:00,fried_raven,까마깅,"화장은 남자의 자존심 남자의 무기 남자란 꽃과 같이 아름답고 연약한 존재 🎶
남자라면 반짝 반짝 💖 풀메이크업👄에 더우나🌞 추우나❄ 샤랄라 패션👗으로 자신을 가꿔야 해요 🎵
그것이야말로 보이 파워 🎵 남자들아 예쁘게 치장하여 권리를 쟁취하자❣
Boys Can Do Anything 🎶",https://twitter.com/fried_raven/status/1377564873333252096
581,2021-06-20 04:58:58+00:00,eemotionD,오늘하루잘살자R,"남자 아이돌에게 눈 화장 쉐도우 잘 해놓은 거 왤케 좋냐ㅎㅎㅎㅎ

메이크업 아티스트분들.. 의상 디자이너 및 코디네티어분들.. 감사합니다 눈이 환하네요 이것이 종합 예술이로군",https://twitter.com/eemotionD/status/1406476647293804551
582,2021-12-22 01:42:34+00:00,Lulie_lee,이루리✨,"@bbang_bbang_22 1.목소리
2.화장지워주는 다정한남자👍",https://twitter.com/Lulie_lee/status/1473468978660253700
583,2021-06-11 16:13:37+00:00,B1an_c,하얀❄️,"개웃겨 내 탐라 모든 사람들이 무슨 일이냐... 이러고 있음

나: 와 예전엔 투피엠..잘생긴거 잘 못느꼈는데..화장이 옅어져서 그런가
동생: 그러게.. 그땐 어른 남자의 맛을 몰랐나봐 우리가",https://twitter.com/B1an_c/status/1403384939253440514
584,2021-06-20 03:40:18+00:00,howbeautifullie,올리비아,"화장도 못 한다고 여자가 아니라는 소리를 한다니
그래그래~ 난 오늘부로 남자다~",https://twitter.com/howbeautifullie/status/1406456851739201536
585,2021-04-03 06:12:36+00:00,Internet_krbot,인터넷 용어봇 (이하 인용봇),고 3 : 풀네임은 고등학교 3학년생. 고 3은 신비한 생물이라 카더라! 여고생은 수능이 끝나자마자 성형급의 화장을 하고 남자는 수능이 끝나면 서서히 머리를 기르며 왁스로 하늘을 찌를듯이 높이 세운다 카더라! 역시 남자는 머리빨 여자는 화장빨! #수능,https://twitter.com/Internet_krbot/status/1378228925231329283
586,2021-08-02 14:18:46+00:00,Sang3kikiki,쏘,아니 일단 남자는 눈 까맣게 칠하는 화장을 해야한다니까요?,https://twitter.com/Sang3kikiki/status/1422200202090344449
587,2021-08-30 23:47:01+00:00,deeplovehalf,쑨디,"나랑 유튜브 알고리즘 전혀 다른 친구랑
유튜브 숏츠 이야기 하다가
1. 톡톡시아
2. 이름까먹었는데틱톡외국인들화장이나젤리먹는거따라하면서 헤? 헤에? 하는 남자애
3. 마시멜로꾸워먹는쿠킹미제
4. 요리하고 맛있게먹어요~ 하는 요리채널
5. 콜라에 멘토스넣는거
맨날 보이는거 똑같아서 웃음",https://twitter.com/deeplovehalf/status/1432490070016024577
588,2021-01-13 13:43:15+00:00,moonsuperelf,MoOnTeUk❄,@2haruforharu 확실히 남자애들은 더 한남이 되어가고 있지만 그만큼 여자애들도 더 깨어나는 거 같아요! 저는 고1 때만 분반인데 애들이 남자애들 없으니까 점점 화장을 아예 안 하더라구요 역시 남자가 문제예요,https://twitter.com/moonsuperelf/status/1349351303177113605
589,2021-05-03 07:29:14+00:00,B40_Salmon,아이돌의 기본소양,"내가 정말 화장을 좋아해서 하는거면 괜찮은데 여성들의 90퍼가 모두 화장 하고 남자는 1퍼센트도  하지않는다면 그게 정말 여성들이 원해서 그렇게 하는건지 생각 해봐야한다는점이라는거죠.. 
이걸 모두 생각해 본후에도 난 정말 화장이 좋아 한다면 상관없지만 생각 해보지도 않는다면",https://twitter.com/B40_Salmon/status/1389119844595863557
590,2021-06-02 06:04:18+00:00,bossrxse,브티,택시타서 라디오 듣는데 남자 디제이가 화장하는거 별로에요 여자분들 보면 피부가 좋아보이잖아요 실제로 남성보다 피부가 안 좋은 경우가 더 많아요 다 화장이에요 거기다가 아침마다 화장하잖아요 더 안좋아져요 이러고있노 해도지랄 안해도 지랄 어 난 이제 안해ㅗ,https://twitter.com/bossrxse/status/1399970105547575307
591,2021-03-12 00:13:38+00:00,xxxxrumine,루마인,화장하는 남자들을 위한 메이크업 제품 추천. #남성화장품 #파운데이션 #비비크림 #컨실러 #마스카라 https://t.co/PHCIi1V0Hm https://t.co/za8HsCRjxI https://t.co/6GvekMwwQN ESQUIRE Korea (@esquirekr),https://twitter.com/xxxxrumine/status/1370166054052319233
592,2021-06-27 14:53:39+00:00,my_own_bookclub,나홀로북클럽,남자가 여자보다 경쟁할 가능성이 더 큰 유일한 무대는 스포츠뿐이고 여자는 남자보다 외모를 놓고 경쟁할 가능성이 더 컸다고 한다. 다프나 조엘 책에서도 화장이 성별 구별에 제일 유의미한 인자라고 했음. 왜 그럴까? 그런 행동이 여자 성별에 적합한 행동이라고 배웠으니까.. ㅎㅎ https://t.co/veeehV5kd4,https://twitter.com/my_own_bookclub/status/1409163017825095689
593,2021-03-08 15:11:31+00:00,shinybuttjj,샤벗!!,"진짜로 운동하는게틀림없음..
이자기관리철저한남자가좋다 

 https://t.co/J7B8kr80Wy",https://twitter.com/shinybuttjj/status/1368942460672438276
594,2021-06-09 16:09:25+00:00,zakmyeongso,버숯,그 남자가 그냥 긴머리 가발 쓴거만으로 여자다.. 라고 느끼는 것도 그 맥락에 들어가고... 보통 화장도 빡세게 하니까..,https://twitter.com/zakmyeongso/status/1402659107341959168
595,2021-11-01 16:13:01+00:00,flada_,flada💇,"일 시작하니 주변에 남자가 너무 많아졌는데, 사회생활을 위한 가면은 써야지 어떡해? 그래도 점심시간 들른 은행에서 나한테 머리 어디서 잘랐냐고, 자기도 잘라보고 싶다는 직원분을 만나는 그런 순간순간들이 생긴다. 머리 짧게 유지하고, 화장 안 하고, 최소 치마는 안 입고, 결혼연애 생각 없어요",https://twitter.com/flada_/status/1455206250631688193
596,2021-03-21 02:59:20+00:00,osopickiichi7_7,픽키/ピッキ,"아뉘ㅠ 이래서 가끔 남자들이 부러움...
화장을 거의 안 해... 나는 화장하기 싫다고!!",https://twitter.com/osopickiichi7_7/status/1373469244751450112
597,2021-11-13 02:39:19+00:00,dada_6_6,엽오셔1/8🌙1/7☀️➡️다다,회사 사람들 너무 웃긴게 ㄴㅐ가 약속있어서 화장하고 가면 퇴근할때 밤길 조심하고 남자조심하고 걱정이란 걱정은 다해,https://twitter.com/dada_6_6/status/1459350133703774208
598,2021-08-26 07:48:57+00:00,nasazon,나의 사존께(쫌 바쁨),"ㅆㅃ 그래서 화장시킨거 아님?
사실 웃긴게.. 저정도 그림 기본기면 걍 본인이 평소에 그리는 남자모습에 화장시키고 머리 달아둔뒤 극악무도패미.라고 이름붙인듯해서",https://twitter.com/nasazon/status/1430799411756474371
599,2021-06-11 17:44:08+00:00,wOOferinmyheart,카야,"화장다지우고 쌩얼로하는유라얼굴이 저정도라니
진짜두눈으로보고도믿기지가않는감동실화 하..
나정말저남자를사랑한다..",https://twitter.com/wOOferinmyheart/status/1403407718166065155
600,2021-09-20 03:07:49+00:00,KJH_lyrics,김재환 가사 봇,"쫙 빼입고 멋부린 남자
화장이 좀 진한 여자
아마 이곳은 만남의 광장
난 주변을 겉도는 왕따
알코올은 됐고 주스나 좀 주겠니
인마 내가 맨정신에 춤을 추겠니
집에 가고 싶지만 분위기상 자린 
지킨다만 속은 온통 내 여자 생각

&lt;After Party&gt;",https://twitter.com/KJH_lyrics/status/1439788358499123208
601,2021-04-18 04:45:22+00:00,mondea_mallla,👻몰,"맨투맨,후드티 입기 절대금지, 교복바지 입기는 되는데 남자 하복 상의는 불가, 체육시간 있는시간 앞뒤 한시간씩만 체육복 입고있는거 허용, 화장 불가능, 선크림도 백탁있는거 불가능, 치마 원래는 무릎밑까지만 허용

와 진짜 뭔 쓰잘때기 없는것도 다 잡았네",https://twitter.com/mondea_mallla/status/1383642787980009480
602,2021-12-06 14:26:23+00:00,hxh_noodle,최강기스면,"진 짜 남자 히소카 모로
힐신고화장하고꾸노빡세게해도그의남성성은절대훼손되지않아
두렵다..그의 테스토스테론!",https://twitter.com/hxh_noodle/status/1467862993732251656
603,2021-12-10 11:46:30+00:00,monstanunu,누리☻,"아이돌 화장한 이남자 보고싶음…
어느 모습도 좋지만 일하는 모습이 제일보고싶다는말 https://t.co/OmuVVHvZcB",https://twitter.com/monstanunu/status/1469272305658646533
604,2021-07-12 07:36:47+00:00,10kaoup10,까올🐶 까북🐢,@sufulim Vlog인데 (남자)친구 화장해주는게  매저도 아니고 매웟계정에 뜬다라……. 미치게써오증말🤦🏻 https://t.co/pRmixU6XBq,https://twitter.com/10kaoup10/status/1414488897308876804
605,2021-05-21 00:20:12+00:00,cz_lvec,🕊,아니시발옆자리남자왤케파데냄새가나지... 화장품냄새... 화장하지도않앗는데... 개빡치네...,https://twitter.com/cz_lvec/status/1395534856612839426
606,2021-12-10 07:25:59+00:00,mikasaisdalcom,몸빵전사,"근데 나 미용에 대한 욕심을 도저히 포기할수없어서..
그냥 여자로 대충 존재하는거임; 
화장하는거 너무 좋아
화장하는 남자...로 또 살자면 복잡하겠지
여기서 더 복잡하게 살 순 없다.",https://twitter.com/mikasaisdalcom/status/1469206746308972546
607,2021-03-22 08:52:16+00:00,Sgeuppanun_bobu,💥스급단행본 기다리는 보부상💥,"가장 대표적인 예가 화지남(화장 지워주는 남자). 
1-2화 보고 아 미친 전형적인 내용인가? 미남이 여주 화장시켜주다가 화장안해도 넌 예뻐 식으로 전개되는건가? 하면서 으! 했는데, 계속 읽다가 스스로가 부끄러워질만큼 메시지도 연출도 장난아닌 갓작임을 알았음",https://twitter.com/Sgeuppanun_bobu/status/1373920450338725893
608,2021-07-20 02:59:30+00:00,LiEat_copipe_kr,LiEat 카피페 봇,"진:그러고보면, 여자애가 화장실에 갈 때 ""잠시 화장 좀 고치고 올게요"" 라고 하잖아? 그거의 남자판을 생각해보자고 해서, 남자다움을 자아내면서, 오래걸려도 괜찮을 것 같은걸 생각했더니 ""잠시 곰 사냥하고 올게""가 되었어. 난 의지로라도 계속 쓸거야.",https://twitter.com/LiEat_copipe_kr/status/1417318220067860482
609,2021-08-04 04:34:24+00:00,zaraOvO,자라(๑•͈ᴗ•͈),"@xhaldhzkrldb__ 아!!! 화장지워주는 남자는 알아
미쳤네 그러고보니까 진짜 그림체 닮았네",https://twitter.com/zaraOvO/status/1422777917403066370
610,2021-08-13 20:58:56+00:00,g676Ug1aOSZSKkN,한영란,"하나님얼굴 ㅡ 페이스북 ㅡ 이미지메이킹 ㅡ 관상ㆍ  외모지상주의 ㅡ 
얼굴 팩 ㅡ 화장하는 남자 ㅡ 남창

@FBI https://t.co/vGmfmrpEFi",https://twitter.com/g676Ug1aOSZSKkN/status/1426287176178798592
611,2021-07-19 19:14:04+00:00,Internet_krbot,인터넷 용어봇 (이하 인용봇),고 3 : 풀네임은 고등학교 3학년생. 고 3은 신비한 생물이라 카더라! 여고생은 수능이 끝나자마자 성형급의 화장을 하고 남자는 수능이 끝나면 서서히 머리를 기르며 왁스로 하늘을 찌를듯이 높이 세운다 카더라! 역시 남자는 머리빨 여자는 화장빨! #수능,https://twitter.com/Internet_krbot/status/1417201090072760378
612,2021-06-04 05:17:48+00:00,Chuverall,랄(ラル) 🖌️🦋,교수 한쪽 무릎 베고 누워서 눈감고 끙끙거리고 있으면 먼저 눈이랑 입술쪽 화장부터 립앤아이리무버로 닦아주고 클렌징 워터로 꼼꼼하게 피부 안 상하게 결대로 지워주는 남자,https://twitter.com/Chuverall/status/1400683181557174277
613,2021-03-07 17:31:24+00:00,dlwoaudrotorl,🌕Moon빛이 나를 비추네🌕,"ㄹ)한국 여성들 참 착해 성평등도 못 누리는데 어릴때 인형좋아하고 화장과 치마입는걸로 여자라며 고환 잘라낸 남자들까지 걱정해싸???
현 정부가 여성 인재등용해 정부 부처에 활약하도록 가장 앞장섰는데 그와중에 남자 권리 왜 안챙기냐고 난리쳐요?
남자 이익 위해 정부 머리채 잡다 360도 도른듯",https://twitter.com/dlwoaudrotorl/status/1368615276212748292
614,2021-02-17 13:43:16+00:00,bloom_muse,장미,@김세정 세정언니 남의 눈치를 보지 말고 먹고 싶은거 맘껏 먹어도 돼요 살찐 남자들은 자기관리를 안해서 고자질하는 거니까 그냥 무시해도 돼🥺 그냥 헛소리는 거르고 예쁜 말만 들어요 부담갖지 말고 많이 먹어💖,https://twitter.com/bloom_muse/status/1362034883611168768
615,2021-08-30 13:06:42+00:00,doodozi,두도지,외간 남자 화장 지우는게 이렇게 재밌냐?? 개콘 망한 이유 = 휴닝카이가 화장 지워서,https://twitter.com/doodozi/status/1432328929717620739
616,2021-12-21 06:56:19+00:00,cellofkyuusi,❄️김세포/´0`\(ﾇｫｫｫｫ)❄️(메인트 타래 확인해주세요!!),첫 향 맡았을 때 아빠가 외출준비 하신 다음에 바로 화장대 지나갔다가 맡았던 진한 남자향수 향이 팍 나서 진심 깜짝 놀람,https://twitter.com/cellofkyuusi/status/1473185547191721988
617,2021-08-17 20:04:01+00:00,BancinNyeon,혼잣말하는 계정,나….교수깅이 좋아… 그냥 계속 같이 지내는 남자들이 자기관리 대단하시다 멋지다 우아하다 말하는 거 들을때마다 진짜… 콱 콱 죽고싶어짐 그냥,https://twitter.com/BancinNyeon/status/1427722908906844161
618,2021-02-12 11:33:31+00:00,fight3class,박스🌈,"웹툰은 쿠베라를 좀 깊게 좋아했고 그 외에는 잡다하게 장르 안 가리고 이것저것 좋아했어요. 좀 깊이 좋아한 것들을 장르별로 따져보면 웹툰은 언더프린, 레사, 화장 지워주는 남자, …

다음은 질문 상자에 

 https://t.co/x58LF5zLRc",https://twitter.com/fight3class/status/1360190294138839044
